source_map,example_id,domain,stage_index,instruction,current_evaluator,expected_artifact,status,snapshot_support,input_snapshot,gold_snapshot,merged_stage_indices,merged_artifacts,example_json,notes,recommended_fix
Microsoft_52,bcd6889e-1587-fddf-1aea-b59a5eef4dc8,excel,4,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_150838,20260110_151248,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/bcd6889e-1587-fddf-1aea-b59a5eef4dc8.json,Workbook non-empty cells increased from 78 to 87.,
Microsoft_52,dd7e0de0-0eac-04cb-be2f-501280fec454,excel,4,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_150838,20260110_151248,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/dd7e0de0-0eac-04cb-be2f-501280fec454.json,Workbook non-empty cells increased from 78 to 87.,
Microsoft_52,9b2b5648-c3e2-8a09-ac98-0cae3c314dec,excel,5,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_151248,20260110_151339,[5],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/9b2b5648-c3e2-8a09-ac98-0cae3c314dec.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_52,bcd6889e-1587-fddf-1aea-b59a5eef4dc8,excel,5,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_151248,20260110_151339,[5],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/bcd6889e-1587-fddf-1aea-b59a5eef4dc8.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_52,dd7e0de0-0eac-04cb-be2f-501280fec454,excel,5,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_151248,20260110_151339,[5],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/dd7e0de0-0eac-04cb-be2f-501280fec454.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_52,f94f4b2d-993e-e9d8-8112-d007f9681718,excel,6,Could you format the dashboard to make it clear and easy to read?,compare_xlsx_files,xlsx,qualified,full,20260110_151339,20260110_151511,[6],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/f94f4b2d-993e-e9d8-8112-d007f9681718.json,Could not find a workbook sheet rename transition. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_53,8559a2f8-d9ef-8586-b8cc-930852ce8998,word,1,Could you open the 'Service_Agreement_Draft.docx' document in Word and apply rigorous typography to the title?,compare_docx_files,docx,qualified,full,20260110_175137,20260110_175224,[1],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/8559a2f8-d9ef-8586-b8cc-930852ce8998.json,Target file changed between snapshots.,
Microsoft_53,3697eda3-ebc8-1886-ff17-d1ef96a81596,word,2,Could you add multi-level numbering to the document for better organization?,compare_docx_files,docx,qualified,full,20260110_175224,20260110_175312,[2],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/3697eda3-ebc8-1886-ff17-d1ef96a81596.json,Target file changed between snapshots.,
Microsoft_53,46546706-5935-1377-c8bc-8d9884c9be70,word,3,Could you search for the text 'TBD' throughout the document and replace all instances with '[REDACTED]' in red color?,compare_docx_files,docx,qualified,full,20260110_175312,20260110_175417,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/46546706-5935-1377-c8bc-8d9884c9be70.json,Target file changed between snapshots.,
Microsoft_53,8101e1fd-9204-f3de-7ac3-028850a241c8,word,4,Could you convert the raw signature data at the end of the document into a table and format it with borders?,compare_docx_files,docx,qualified,full,20260110_175417,20260110_175512,[4],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/8101e1fd-9204-f3de-7ac3-028850a241c8.json,Target file changed between snapshots.,
Microsoft_53,0bd83485-b727-2556-058d-0b6f9ac52719,word,5,Could you add page borders and a watermark to the document?,compare_docx_files,docx,qualified,full,20260110_175512,20260110_175758,[5],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/0bd83485-b727-2556-058d-0b6f9ac52719.json,Target file changed between snapshots.,
Microsoft_53,993639ab-041d-c8fc-f9ad-d16867885c87,word,6,Could you enable document protection elements to secure the content of the contract?,compare_docx_files,docx,qualified,full,20260110_175758,20260110_175816,[6],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/993639ab-041d-c8fc-f9ad-d16867885c87.json,Could not find target file content change. Planned snapshots show an observable artifact change; using generic compare_docx_files evaluator.,
Microsoft_54,bf1b1a70-4c50-cda0-b538-b922fe09ec68,excel,1,Could you open the 'E-commerce_Sales_Data.xlsx' workbook and prepare the data for analysis?,compare_xlsx_files,xlsx,qualified,full,20260112_100537,20260112_100544,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/bf1b1a70-4c50-cda0-b538-b922fe09ec68.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_54,ea430429-099f-054d-2683-4f0633ba5185,excel,2,Could you evaluate regional sales efficiency based on the data in the workbook?,compare_xlsx_files,xlsx,qualified,full,20260112_100544,20260112_100938,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/ea430429-099f-054d-2683-4f0633ba5185.json,Workbook non-empty cells increased from 66 to 86.,
Microsoft_54,58c78eb2-1ddd-a78e-1c0a-0ee581018d47,excel,3,Could you determine agent commissions using complex logical conditions in the workbook?,compare_xlsx_files,xlsx,qualified,full,20260112_100938,20260112_101047,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/58c78eb2-1ddd-a78e-1c0a-0ee581018d47.json,Workbook non-empty cells increased from 106 to 109.,
Microsoft_54,538deb61-e485-ee80-3a34-1c3a895116a6,excel,4,Could you create a chart to visualize the market share distribution in the workbook?,compare_xlsx_files,xlsx,qualified,full,20260112_101047,20260112_101314,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/538deb61-e485-ee80-3a34-1c3a895116a6.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_54,7b489205-6965-0807-facb-c2e781874e35,excel,5,Could you finalize and save the report as 'E-commerce_Final_Report.xlsx'?,compare_xlsx_files,xlsx,qualified,full,20260112_101314,20260112_101341,[5],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/7b489205-6965-0807-facb-c2e781874e35.json,Could not find a workbook sheet rename transition. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_55,87a71d25-96d6-de45-fd66-59969b6cab8c,ppt,1,Could you open the 'Project_Alpha_Status.pptx' presentation and apply the 'Retrospect' theme with 'OrangeRed' background style?,compare_pptx_files,pptx,qualified,full,20260115_095848,20260115_100049,[1],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/87a71d25-96d6-de45-fd66-59969b6cab8c.json,Target file changed between snapshots.,
Microsoft_55,c6f890c0-ff83-694b-e2f4-b4007681c8b8,ppt,2,"Could you format the title slide by changing the font to 'Tw Cen MT', font size to '88', and adding text shadow?",compare_pptx_files,pptx,qualified,full,20260115_100049,20260115_100234,[2],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/c6f890c0-ff83-694b-e2f4-b4007681c8b8.json,Target file changed between snapshots.,
Microsoft_55,60b8408a-a3be-2d53-ae4a-c6e54dfb2aac,multi_app,3,Could you embed the 'Budget vs Actual' Combo Chart from Excel into the 'Financial Overview' slide as a linked object?,compare_pptx_files,pptx,qualified,full,20260115_100234,20260115_100337,[3],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/multi_app/60b8408a-a3be-2d53-ae4a-c6e54dfb2aac.json,Target file changed between snapshots.,
Microsoft_55,244bffac-56d9-8501-53b7-20fae620a4fa,multi_app,4,Could you embed the 'Task Completion' Doughnut Chart from Excel into the 'Project Progress' slide as a linked object?,compare_pptx_files,pptx,qualified,full,20260115_100337,20260115_100427,[4],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/multi_app/244bffac-56d9-8501-53b7-20fae620a4fa.json,Target file changed between snapshots.,
Microsoft_55,71ab2b36-ef6d-a3cc-096f-5838c77a5127,ppt,5,Could you create a SmartArt process on the 'Launch Roadmap' slide and apply the 'Colorful Range - Accent Colors 5 to 6' color scheme?,compare_pptx_files,pptx,qualified,full,20260115_100427,20260115_100653,[5],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/71ab2b36-ef6d-a3cc-096f-5838c77a5127.json,Target file changed between snapshots.,
Microsoft_55,25bfcbe1-f281-bccb-173f-04a7212f98d6,ppt,6,Could you apply the 'Wipe' animation to the linked chart on Slide 3 and add a footer with 'Project Alpha Confidential'?,compare_pptx_files,pptx,qualified,full,20260115_100653,20260115_100732,[6],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/25bfcbe1-f281-bccb-173f-04a7212f98d6.json,Target file changed between snapshots.,
Microsoft_55,0bce102a-c7e9-a663-3549-227ec8b8f427,ppt,7,Could you run the slideshow and save the presentation as 'Alpha_Final_Report.pptx'?,compare_pptx_files,pptx,qualified,full,20260115_100732,20260115_100924,[7],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/0bce102a-c7e9-a663-3549-227ec8b8f427.json,Target file appeared between snapshots.,
Microsoft_56,1751e5ed-1638-ea24-5956-c25afa82a84f,excel,1,"Could you create a detailed sales dataset in Excel 365, including formulas, charts, and conditional formatting?",compare_xlsx_files,xlsx,qualified,full,20260112_195700,20260112_200134,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/1751e5ed-1638-ea24-5956-c25afa82a84f.json,Target file changed between snapshots.,
Microsoft_56,59fb2302-009b-249f-66df-eaaf7be2c47d,ppt,2,Could you prepare a presentation in PowerPoint 365 based on the analyzed data from Excel?,compare_pptx_files,pptx,qualified,full,20260112_200134,20260112_200357,[2],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/59fb2302-009b-249f-66df-eaaf7be2c47d.json,Target file changed between snapshots.,
Microsoft_56,5444aa8f-1a37-01c1-99fd-c25d410d10d4,word,3,Could you draft an executive summary in Word 365 that references and links content from the Excel and PowerPoint files?,compare_docx_files,docx,qualified,full,20260112_200357,20260112_200751,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/5444aa8f-1a37-01c1-99fd-c25d410d10d4.json,Target file changed between snapshots.,
Microsoft_57,235ec39c-5773-fbd0-118d-57b0d466a8e3,excel,1,"Could you open the three files containing Sales, Marketing, and Service team staff information, and then remove any blank lines from each of the files? Could you consolidate the data from the three files into a single Excel file, and then create a fuzzy search function in the consolidated Excel file to find records based on a keyword?",compare_xlsx_files,xlsx,qualified,full,20260112_192307,20260112_192750,"[1, 2, 3]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/235ec39c-5773-fbd0-118d-57b0d466a8e3.json,Target file appeared between snapshots.,
Microsoft_58,594836f4-7b88-8879-e578-527c1d335c35,excel,1,"Could you open the sales performance sheet and review the data including Target revenue and Sales revenue, and then create a chart to visualize each sales person's performance based on the provided data? Could you format the chart to make it clear and easy to understand for the boss's review, and then save the final result as 'final result.xlsx', and then add calculated columns (Achieve%, Y, Achieve%1) and format them in the sales performance sheet?",compare_xlsx_files,xlsx,qualified,full,20260112_212927,20260112_214806,"[1, 3, 4, 2]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/594836f4-7b88-8879-e578-527c1d335c35.json,Target file appeared between snapshots.,
Microsoft_59,0abf75db-bab3-50ba-a7e2-242de84f9630,excel,1,"Could you open the three sheets updated by each team, and then create a new sheet to consolidate the project status, and then copy the relevant data from each team's sheet into the new consolidated sheet, and then organize the data in the consolidated sheet for easy review? Could you format the consolidated sheet to make it clear and presentable for the meeting?",compare_xlsx_files,xlsx,qualified,full,20260113_113205,20260113_114310,"[1, 2, 3, 4]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/0abf75db-bab3-50ba-a7e2-242de84f9630.json,Target file appeared between snapshots.,
Microsoft_60,2b962efd-a8bc-8822-bfd1-ffad9574f65a,excel,1,Could you import the freelancer data from 'data.csv' into Excel?,compare_xlsx_files,xlsx,qualified,full,20260112_162326,20260112_162433,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/2b962efd-a8bc-8822-bfd1-ffad9574f65a.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_60,10327a74-26e0-0639-a7d3-4773fd099cf0,excel,2,Could you perform data checking on the imported freelancer data in Excel?,compare_xlsx_files,xlsx,qualified,full,20260112_162433,20260112_162630,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/10327a74-26e0-0639-a7d3-4773fd099cf0.json,Workbook non-empty cells increased from 7014 to 7101.,
Microsoft_60,825b1493-3f56-8d84-25aa-2f58b7b361f4,excel,3,Could you calculate descriptive statistics for the freelancer data in Excel?,compare_xlsx_files,xlsx,qualified,full,20260112_162630,20260112_164158,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/825b1493-3f56-8d84-25aa-2f58b7b361f4.json,Workbook non-empty cells increased from 7113 to 7137.,
Microsoft_60,73001528-b411-8e67-9475-e31277072545,excel,5,"conduct a correlation analysis on the freelancer data in Excel, and then create a pivot table and chart in Excel to show the distribution of occupational categories?",compare_xlsx_files,xlsx,qualified,full,20260112_164158,20260112_164420,"[4, 5]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/73001528-b411-8e67-9475-e31277072545.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_60,cbc96a82-33b3-2f5d-eddc-90ecfda07c30,ppt,6,Could you create a new PowerPoint presentation to show a data overview and the distribution of occupational categories?,compare_pptx_files,pptx,qualified,full,20260112_164420,20260112_164731,[6],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/cbc96a82-33b3-2f5d-eddc-90ecfda07c30.json,Target file changed between snapshots.,
Microsoft_60,01a1215a-1e05-09d1-2fd6-cb2046ccd11d,ppt,7,Could you add visual elements to the PowerPoint presentation to represent the data overview and the distribution of occupational categories?,compare_pptx_files,pptx,qualified,full,20260112_164731,20260112_164936,[7],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/01a1215a-1e05-09d1-2fd6-cb2046ccd11d.json,Target file changed between snapshots.,
Microsoft_61,ec76a757-be4a-45e7-7f17-bd41c4431d99,excel,1,Could you create a new Excel workbook named 'Sales_Data_Analysis.xlsx' and save it on your desktop?,compare_xlsx_files,xlsx,qualified,full,20260112_140250,20260112_140255,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/ec76a757-be4a-45e7-7f17-bd41c4431d99.json,Target file appeared between snapshots.,
Microsoft_61,2ad1f8e1-9f95-5d49-b42f-5163ab5b7ef1,excel,2,"Could you design a sales record sheet in the workbook with columns for Order ID, Product Name, Category, Salesperson, Sale Date, Units Sold, Unit Price, and Total Sale?",compare_xlsx_files,xlsx,qualified,full,20260112_140255,20260112_140446,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/2ad1f8e1-9f95-5d49-b42f-5163ab5b7ef1.json,Workbook non-empty cells increased from 0 to 8.,
Microsoft_61,2f214db6-824d-9268-b933-f7f22bfa7496,excel,3,Could you populate the sales record sheet with at least 10 rows of sample sales data?,compare_xlsx_files,xlsx,qualified,full,20260112_140446,20260112_140638,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/2f214db6-824d-9268-b933-f7f22bfa7496.json,Workbook non-empty cells increased from 8 to 78.,
Microsoft_61,e7e24e7d-8833-5b7d-507f-e7068ae3d63f,excel,4,"Could you use a formula to calculate the Total Sale (Units Sold * Unit Price) for each row in the sales record sheet, and then create a PivotTable to summarize total sales by Salesperson and Category?",compare_xlsx_files,xlsx,qualified,full,20260112_140638,20260112_141056,"[4, 6]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/e7e24e7d-8833-5b7d-507f-e7068ae3d63f.json,Workbook non-empty cells increased from 88 to 99.,
Microsoft_61,c344e633-ce4b-f75c-b421-18d705ad5615,excel,7,"sort the data in the sales record sheet by Sale Date, then use filtering to show only a specific category, and then save the workbook with all the changes made?",compare_xlsx_files,xlsx,qualified,full,20260112_141056,20260112_141110,"[5, 7]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/c344e633-ce4b-f75c-b421-18d705ad5615.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_62,a05ac34a-3fb7-00a0-09b9-ae805d5cd451,word,1,Could you create a new Word document named 'New_Employee_Onboarding_Checklist.docx' on your desktop?,compare_docx_files,docx,qualified,full,20260113_141104,20260113_141224,[1],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/a05ac34a-3fb7-00a0-09b9-ae805d5cd451.json,Target file changed between snapshots.,
Microsoft_62,f0424032-d0db-7271-d28e-4e321c31181c,word,2,"Could you design a formal welcome header with a placeholder for the company logo in the document? Could you create a table of key administrative tasks with columns for Task, Responsible Party, Due Date, and Status?",compare_docx_files,docx,qualified,full,20260113_141224,20260113_141349,[2],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/f0424032-d0db-7271-d28e-4e321c31181c.json,Target file changed between snapshots.,
Microsoft_62,949ee159-ffe3-82d7-25aa-0941da51e70d,word,3,Could you add a section for IT setup requirements as a bulleted list in the document? Could you include a notes area for the manager in the document?,compare_docx_files,docx,qualified,full,20260113_141349,20260113_141507,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/949ee159-ffe3-82d7-25aa-0941da51e70d.json,Target file changed between snapshots.,
Microsoft_62,39d624ed-5c23-b58c-fe69-5634e7b6d9d0,word,4,"Could you apply and modify built-in heading styles, adjust page layout margins, insert automatic page numbering, and use a professional font scheme in the document?",compare_docx_files,docx,qualified,full,20260113_141507,20260113_141952,[4],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/39d624ed-5c23-b58c-fe69-5634e7b6d9d0.json,Target file changed between snapshots.,
Microsoft_62,e1df1b8d-9294-20fe-4372-8687103d3511,word,5,Could you save the document to your desktop? Could you export the document as a PDF file to your desktop?,compare_pdfs,pdf,qualified,full,20260113_141952,20260113_142202,[5],"[""pdf""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/e1df1b8d-9294-20fe-4372-8687103d3511.json,Target file appeared between snapshots.,
Microsoft_63,6729f0d0-3f57-46a9-bd4c-7ae5c2773c6e,ppt,1,Could you create a new PowerPoint presentation named 'Product_Launch_Presentation.pptx' on your desktop?,compare_pptx_files,pptx,qualified,full,20260113_194357,20260113_194409,[1],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/6729f0d0-3f57-46a9-bd4c-7ae5c2773c6e.json,Target file changed between snapshots.,
Microsoft_63,9830bdcb-ada1-5f9b-5490-553a027f2774,ppt,2,Could you design a title slide with a compelling product name and subtitle in the presentation?,compare_pptx_files,pptx,qualified,full,20260113_194409,20260113_194433,[2],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/9830bdcb-ada1-5f9b-5490-553a027f2774.json,Target file changed between snapshots.,
Microsoft_63,5830d8b4-9cf5-3c83-5d96-e4eaef2462af,ppt,3,Could you create a slide explaining the product's key features using a SmartArt graphic?,compare_pptx_files,pptx,qualified,full,20260113_194433,20260113_194450,[3],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/5830d8b4-9cf5-3c83-5d96-e4eaef2462af.json,Target file changed between snapshots.,
Microsoft_63,e9465f58-fdea-99cf-3742-b618d1667aeb,ppt,4,Could you add a slide with a comparison table highlighting advantages over competitors?,compare_pptx_files,pptx,qualified,full,20260113_194450,20260113_194507,[4],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/e9465f58-fdea-99cf-3742-b618d1667aeb.json,Target file changed between snapshots.,
Microsoft_63,b743507f-72ec-ced3-9dda-7a14bea701b0,ppt,5,Could you create a slide showcasing product images with captions?,compare_pptx_files,pptx,qualified,full,20260113_194507,20260113_194633,[5],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/b743507f-72ec-ced3-9dda-7a14bea701b0.json,Target file changed between snapshots.,
Microsoft_63,9d3b7328-30e1-0d3c-bb28-e2c2988441a4,ppt,6,Could you design a final slide with contact information and a call to action?,compare_pptx_files,pptx,qualified,full,20260113_194633,20260113_194836,[6],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/9d3b7328-30e1-0d3c-bb28-e2c2988441a4.json,Target file changed between snapshots.,
Microsoft_63,e6772c6c-1e44-9393-b433-b30d98c5308f,ppt,7,"Could you apply a professional design theme, add slide transitions, and include at least one animation effect in the presentation?",compare_pptx_files,pptx,qualified,full,20260113_194836,20260113_195228,[7],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/e6772c6c-1e44-9393-b433-b30d98c5308f.json,Target file changed between snapshots.,
Microsoft_63,e38dad40-6a6e-262c-de2c-e8c77c2be97f,ppt,8,"Could you ensure all elements in the slides are properly aligned, save the presentation, and export it as a PDF file to your desktop?",compare_pdfs,pdf,qualified,full,20260113_195228,20260113_195554,[8],"[""pdf""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/e38dad40-6a6e-262c-de2c-e8c77c2be97f.json,Target file appeared between snapshots.,
Microsoft_64,8cf0e7ed-027b-69ed-e740-bac8eb57dbea,excel,1,"Could you open the file and set the table format, standardizing product codes uniformly through cell formatting?",compare_xlsx_files,xlsx,qualified,full,20260114_174008,20260114_174126,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/8cf0e7ed-027b-69ed-e740-bac8eb57dbea.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_64,9f602a74-4631-926c-9374-c117ef6816a3,excel,2,Could you set a unified storage date format for the table?,compare_xlsx_files,xlsx,qualified,full,20260114_174126,20260114_174326,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/9f602a74-4631-926c-9374-c117ef6816a3.json,Workbook non-empty cells increased from 50 to 51.,
Microsoft_64,78346878-8f97-0cc1-6237-e19e5717b743,excel,3,"Could you handle blank data and incorrect data, filling in blank data and manually correcting the quantities with incorrect formats?",compare_xlsx_files,xlsx,qualified,full,20260114_174326,20260114_174550,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/78346878-8f97-0cc1-6237-e19e5717b743.json,Workbook non-empty cells increased from 51 to 78.,
Microsoft_64,97c547b2-9e14-a24c-604d-fa541294fdfb,excel,4,"Could you use the table design function to remove duplicates from the table? Could you calculate the inventory value using functions and summarize it at the bottom of the table, and then create a pivot table based on the data? Could you complete the format settings for the pivot table?",compare_xlsx_files,xlsx,qualified,full,20260114_174550,20260114_174711,"[4, 5]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/97c547b2-9e14-a24c-604d-fa541294fdfb.json,Could not find workbook content growth. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_65,cab350cd-69a5-c04f-9d4c-93a134cfe07f,excel,1,"Could you open the file and set the table format, and then create a pivot table and complete the format setting, and then save the file as a new name, and then standardize the product codes uniformly through cell formatting? Could you set a unified storage date format for the table, and then handle blank data and error data, supplementing blank data and manually correcting the quantity data with incorrect formats, and then calculate the inventory value using functions and summarize it at the bottom of the table?",compare_xlsx_files,xlsx,qualified,full,20260114_190038,20260114_190656_1,"[1, 5, 6, 2, 3, 4]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/cab350cd-69a5-c04f-9d4c-93a134cfe07f.json,Target file appeared between snapshots.,
Microsoft_66,94e1f84d-7f8c-5cc7-a6a3-328150516f59,excel,1,"Could you open the file and set the table format, and then create a data bar chart and complete the format settings, and then standardize the product codes uniformly through cell formatting? Could you set a uniform storage date format for the data, and then handle blank data and fill in the missing values? Could you use table design to delete duplicate columns and add a column to calculate the percentage of sales, and then use functions to calculate the inventory value and summarize it at the bottom of the table?",compare_xlsx_files,xlsx,qualified,full,20260114_201706,20260114_202228,"[1, 5, 2, 3, 4]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/94e1f84d-7f8c-5cc7-a6a3-328150516f59.json,Target file appeared between snapshots.,
Microsoft_67,d2696b6a-cae3-a85c-64d6-9df58934ac96,multi_app,1,Could you create a new folder named 'Template' directly on the cloud computer desktop?,compare_directory_tree,directory_state,qualified,full,20260113_234402,20260113_234423,[1],"[""directory_state""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/multi_app/d2696b6a-cae3-a85c-64d6-9df58934ac96.json,Corrected to a directory-state evaluator using the observed snapshot transition for 'Template'.,
Microsoft_67,dcf668cb-5c00-10aa-f6c5-a36f8fedf57f,word,2,"Could you create a new Word document named 'Template.docx' within the 'Template' folder, and then structure the Word document to include sections for Report Title, Report Period, Key Metrics, Recommendations, and Approval? Could you apply appropriate built-in 'Heading' styles to the labels of each section in the document? Could you insert a table in the 'Key Metrics' section with columns for 'Metric Name', 'Target Value', and 'Actual Value'? Could you create a bulleted list under the 'Recommendations' section in the document? Could you add a 'Confidential' watermark to the document? Could you insert a header containing the organization name and a footer containing a report date placeholder and page number?",compare_docx_files,docx,qualified,full,20260113_234423,20260113_235159,"[2, 3]","[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/dcf668cb-5c00-10aa-f6c5-a36f8fedf57f.json,Target file changed between snapshots.,
Microsoft_67,c351fbc0-b32a-9851-963c-aa59cf4dc767,word,4,Could you save the template and export a PDF copy to the same 'Template' folder?,compare_pdfs,pdf,qualified,full,20260113_235159,20260113_235214,[4],"[""pdf""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/c351fbc0-b32a-9851-963c-aa59cf4dc767.json,Target file appeared between snapshots.,
Microsoft_68,c34997f8-1794-6edd-a672-e8b11837ec8c,multi_app,1,Could you create a new folder named 'Templates' directly on your cloud computer desktop?,compare_directory_tree,directory_state,qualified,full,20260114_155726,20260114_155800,[1],"[""directory_state""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/multi_app/c34997f8-1794-6edd-a672-e8b11837ec8c.json,Corrected to a directory-state evaluator using the observed snapshot transition for 'Templates'.,
